date,time,category,type,amount,counterparty
2025-05-28,07:37 PM,Money Received,Credit,40.0,Person_1
2025-05-28,07:45 PM,Money Received,Credit,50.0,Person_11
2025-05-29,09:51 AM,UPI Lite Top-up,Debit,1000.0,Person_4
2025-05-29,12:07 PM,Money Received,Credit,300.0,Person_37
2025-05-29,12:17 PM,UPI Lite Top-up,Debit,70.0,Person_4
2025-05-29,10:42 PM,Money Received,Credit,65.0,Person_10
2025-05-30,02:40 PM,Person/Merchant Payment,Debit,500.0,Person_2
2025-05-30,02:50 PM,Food & Dining,Debit,105.0,Person_64
2025-05-30,03:21 PM,Person/Merchant Payment,Debit,60.0,Person_89
2025-05-30,05:15 PM,Money Received,Credit,55.0,Person_90
2025-05-31,08:06 AM,Person/Merchant Payment,Debit,250.0,Person_2
2025-05-31,02:47 PM,Person/Merchant Payment,Debit,4000.0,Person_37
2025-06-01,10:24 AM,Person/Merchant Payment,Debit,17000.0,Person_37
2025-06-01,07:26 PM,Person/Merchant Payment,Debit,2000.0,Person_79
2025-06-01,07:27 PM,Person/Merchant Payment,Debit,1500.0,Person_7
2025-06-02,10:19 AM,Person/Merchant Payment,Debit,3500.0,Person_37
2025-06-02,01:34 PM,Person/Merchant Payment,Debit,4300.0,Person_75
2025-06-02,08:51 PM,Money Received,Credit,15.0,Person_10
2025-06-03,12:56 AM,Money Received,Credit,4300.0,Person_71
2025-06-03,11:42 AM,Person/Merchant Payment,Debit,5000.0,Person_91
2025-06-03,06:11 PM,Person/Merchant Payment,Debit,6000.0,Person_37
2025-06-03,09:33 PM,Money Received,Credit,5000.0,Person_37
2025-06-03,09:35 PM,Person/Merchant Payment,Debit,5000.0,Person_79
2025-06-04,10:30 AM,Person/Merchant Payment,Debit,331.0,Person_7
2025-06-04,10:30 AM,Person/Merchant Payment,Debit,1000.0,Person_7
2025-06-04,10:30 AM,Person/Merchant Payment,Debit,1000.0,Person_7
2025-06-04,10:44 AM,Person/Merchant Payment,Debit,2331.0,Person_6
2025-06-04,10:44 AM,UPI Lite Top-up,Debit,2331.0,Person_4
2025-06-04,12:46 PM,Money Received,Credit,5000.0,Person_57
2025-06-04,01:39 PM,Person/Merchant Payment,Debit,3000.0,Person_24
2025-06-04,06:17 PM,Person/Merchant Payment,Debit,10000.0,Person_37
2025-06-04,06:50 PM,Person/Merchant Payment,Debit,2500.0,Person_92
2025-06-05,09:22 AM,Person/Merchant Payment,Debit,1.0,Person_12
2025-06-05,07:43 PM,Money Received,Credit,4000.0,Person_37
2025-06-06,11:29 AM,Money Received,Credit,1500.0,Person_92
2025-06-06,11:31 AM,Person/Merchant Payment,Debit,1500.0,Person_7
2025-06-06,12:58 PM,Money Received,Credit,100.0,Person_11
2025-06-06,08:32 PM,Person/Merchant Payment,Debit,2000.0,Person_91
2025-06-06,08:35 PM,UPI Lite Top-up,Debit,100.0,Person_4
2025-06-06,08:39 PM,Person/Merchant Payment,Debit,2673.0,Person_67
2025-06-07,02:30 PM,Money Received,Credit,1000.0,Person_92
2025-06-07,02:30 PM,Person/Merchant Payment,Debit,1000.0,Person_7
2025-06-07,04:56 PM,Food & Dining,Debit,740.0,Person_93
2025-06-07,10:37 PM,Person/Merchant Payment,Debit,29.0,Person_7
2025-06-08,06:44 PM,Person/Merchant Payment,Debit,1000.0,Person_94
2025-06-09,10:42 AM,Money Received,Credit,5.0,Person_45
2025-06-10,07:37 PM,Money Received,Credit,50.0,Person_37
2025-06-11,01:19 PM,Food & Dining,Debit,103.96,Person_95
2025-06-11,01:36 PM,Person/Merchant Payment,Debit,187.9,Person_26
2025-06-11,04:12 PM,Money Received,Credit,200.0,Person_96
2025-06-12,12:11 PM,Person/Merchant Payment,Debit,40.0,Person_97
2025-06-12,02:53 PM,Person/Merchant Payment,Debit,140.0,Person_98
2025-06-13,07:49 AM,Person/Merchant Payment,Debit,100.0,Person_12
2025-06-13,07:52 AM,Money Received,Credit,100.0,Person_12
2025-06-13,07:53 AM,Money Received,Credit,200.0,Person_12
2025-06-13,07:55 AM,Money Received,Credit,400.0,Person_12
2025-06-13,11:24 PM,Money Received,Credit,15.0,Person_1
2025-06-14,09:23 AM,Money Received,Credit,1000.0,Person_37
2025-06-14,09:39 AM,Person/Merchant Payment,Debit,1000.0,Person_94
2025-06-14,08:21 PM,Person/Merchant Payment,Debit,1500.0,Person_67
2025-06-15,10:56 AM,Money Received,Credit,200.0,Person_12
2025-06-16,02:34 PM,Person/Merchant Payment,Debit,50.0,Person_37
2025-06-17,08:17 AM,Money Received,Credit,2500.0,Person_12
2025-06-17,09:04 AM,Person/Merchant Payment,Debit,2500.0,Person_7
2025-06-17,03:21 PM,Person/Merchant Payment,Debit,30.0,Person_37
2025-06-17,11:21 PM,Money Received,Credit,500.0,Person_37
2025-06-19,12:15 PM,Person/Merchant Payment,Debit,60.0,Person_8
2025-06-19,12:47 PM,Person/Merchant Payment,Debit,10000.0,Person_6
2025-06-19,12:47 PM,Education/Fees,Debit,10000.0,Person_99
2025-06-19,05:23 PM,UPI Lite Top-up,Debit,500.0,Person_4
2025-06-19,06:12 PM,Money Received,Credit,60.0,Person_100
2025-06-20,10:29 AM,Money Received,Credit,2000.0,Person_101
2025-06-20,12:04 PM,Person/Merchant Payment,Debit,1645.0,Person_102
2025-06-20,12:57 PM,Person/Merchant Payment,Debit,140.0,Person_103
2025-06-20,01:10 PM,Person/Merchant Payment,Debit,70.0,Person_103
2025-06-20,01:13 PM,Person/Merchant Payment,Debit,70.0,Person_103
2025-06-20,01:21 PM,UPI Lite Top-up,Debit,70.0,Person_4
2025-06-22,06:13 PM,Money Received,Credit,40.0,Person_10
2025-06-22,06:17 PM,Person/Merchant Payment,Debit,40.0,Person_11
2025-06-22,08:56 PM,Money Received,Credit,30.0,Person_2
2025-06-24,04:08 PM,Money Received,Credit,1000.0,Person_1
2025-06-24,04:09 PM,Money Received,Credit,1000.0,Person_1
2025-06-24,04:22 PM,Money Received,Credit,240.0,Person_1
2025-06-24,04:23 PM,Money Received,Credit,200.0,Person_1
2025-06-24,09:00 PM,Money Received,Credit,29.0,Person_2
2025-06-26,09:49 AM,Person/Merchant Payment,Debit,3000.0,Person_84
2025-06-26,04:52 PM,Others,Debit,104.0,Person_29
2025-06-29,11:43 AM,Person/Merchant Payment,Debit,300.0,Person_104
2025-07-01,06:45 PM,Money Received,Credit,2000.0,Person_71
2025-07-01,09:40 PM,Money Received,Credit,180.0,Person_12
2025-07-02,10:01 AM,Person/Merchant Payment,Debit,120.0,Person_50
2025-07-03,12:38 AM,Person/Merchant Payment,Debit,120.0,Person_105
2025-07-03,10:59 AM,Person/Merchant Payment,Debit,2000.0,Person_7
2025-07-03,11:03 AM,Person/Merchant Payment,Debit,712.0,Person_7
2025-07-03,04:18 PM,Person/Merchant Payment,Debit,40.0,Person_106
2025-07-03,06:49 PM,Money Received,Credit,1000.0,Person_71
2025-07-03,07:29 PM,Person/Merchant Payment,Debit,1000.0,Person_7
2025-07-03,11:45 PM,Person/Merchant Payment,Debit,5000.0,Person_50
2025-07-04,09:37 AM,Money Received,Credit,5000.0,Person_50
2025-07-04,03:38 PM,Person/Merchant Payment,Debit,59.0,Person_34
2025-07-04,03:39 PM,Person/Merchant Payment,Debit,5.0,Person_34
2025-07-04,03:43 PM,Money Received,Credit,30.0,Person_50
2025-07-04,03:54 PM,Money Received,Credit,25.0,Person_107
2025-07-04,03:55 PM,Money Received,Credit,30.0,Person_17
2025-07-05,10:36 AM,Person/Merchant Payment,Debit,4000.0,Person_50
2025-07-05,02:52 PM,Person/Merchant Payment,Debit,200.0,Person_105
2025-07-05,07:20 PM,Person/Merchant Payment,Debit,1000.0,Person_108
2025-07-05,09:44 PM,Person/Merchant Payment,Debit,500.0,Person_40
2025-07-05,09:58 PM,Money Received,Credit,500.0,Person_40
2025-07-07,08:38 PM,Person/Merchant Payment,Debit,500.0,Person_40
2025-07-07,08:57 PM,Person/Merchant Payment,Debit,1000.0,Person_7
2025-07-08,11:48 AM,Money Received,Credit,5000.0,Person_109
2025-07-08,02:29 PM,Person/Merchant Payment,Debit,60.0,Person_110
2025-07-08,02:40 PM,Person/Merchant Payment,Debit,40.0,Person_47
2025-07-08,02:44 PM,Person/Merchant Payment,Debit,20.0,Person_34
2025-07-08,10:33 PM,Person/Merchant Payment,Debit,5000.0,Person_7
2025-07-09,10:11 AM,Money Received,Credit,175.0,Person_50
2025-07-09,10:13 AM,Others,Debit,174.0,Person_29
2025-07-09,10:35 AM,Person/Merchant Payment,Debit,1800.0,Person_111
2025-07-09,03:12 PM,Person/Merchant Payment,Debit,2000.0,Person_112
2025-07-09,03:16 PM,Money Received,Credit,1000.0,Person_12
2025-07-09,03:19 PM,Money Received,Credit,20.0,Person_1
2025-07-09,03:27 PM,Person/Merchant Payment,Debit,1000.0,Person_7
2025-07-09,09:47 PM,Person/Merchant Payment,Debit,2500.0,Person_50
2025-07-12,09:20 AM,Money Received,Credit,200.0,Person_12
2025-07-13,02:17 PM,Person/Merchant Payment,Debit,50.0,Person_15
2025-07-13,02:27 PM,Person/Merchant Payment,Debit,30.0,Person_113
2025-07-13,06:08 PM,Person/Merchant Payment,Debit,1200.0,Person_50
2025-07-13,06:30 PM,Person/Merchant Payment,Debit,300.0,Person_114
2025-07-13,06:37 PM,Person/Merchant Payment,Debit,70.0,Person_115
2025-07-13,06:42 PM,Person/Merchant Payment,Debit,62.0,Person_19
2025-07-13,06:44 PM,Person/Merchant Payment,Debit,25.0,Person_50
2025-07-15,10:14 AM,Person/Merchant Payment,Debit,72.0,Person_50
2025-07-15,10:35 AM,Person/Merchant Payment,Debit,50.0,Person_50
2025-07-15,01:42 PM,Person/Merchant Payment,Debit,1000.0,Person_116
2025-07-15,10:25 PM,Person/Merchant Payment,Debit,1000.0,Person_58
2025-07-16,04:34 AM,Others,Credit,174.0,Person_117
2025-07-16,04:34 AM,Others,Credit,174.0,Person_118
2025-07-16,09:57 PM,Person/Merchant Payment,Debit,1100.0,Person_50
2025-07-16,10:00 PM,Person/Merchant Payment,Debit,2000.0,Person_17
2025-07-16,10:07 PM,Person/Merchant Payment,Debit,574.0,Person_6
2025-07-17,09:18 AM,Money Received,Credit,2000.0,Person_12
2025-07-17,09:34 AM,Person/Merchant Payment,Debit,2000.0,Person_7
2025-07-17,09:29 PM,Person/Merchant Payment,Debit,174.0,Person_119
2025-07-18,08:25 PM,Person/Merchant Payment,Debit,1000.0,Person_10
2025-07-19,10:08 AM,Money Received,Credit,500.0,Person_12
2025-07-19,11:49 AM,Money Received,Credit,20.0,Person_12
2025-07-19,12:19 PM,Person/Merchant Payment,Debit,500.0,Person_120
2025-07-19,02:59 PM,Person/Merchant Payment,Debit,299.0,Person_121
2025-07-19,10:47 PM,Person/Merchant Payment,Debit,500.0,Person_75
2025-07-20,10:05 AM,Money Received,Credit,500.0,Person_75
2025-07-21,08:59 AM,Person/Merchant Payment,Debit,500.0,Person_122
2025-07-21,09:02 AM,Person/Merchant Payment,Debit,500.0,Person_7
2025-07-22,11:50 AM,Person/Merchant Payment,Debit,430.0,Person_123
2025-07-22,12:56 PM,Money Received,Credit,342.0,Person_12
2025-07-22,12:56 PM,Person/Merchant Payment,Debit,344.0,Person_12
2025-07-22,03:42 PM,Person/Merchant Payment,Debit,3000.0,Person_124
2025-07-22,06:02 PM,UPI Lite Top-up,Debit,3000.0,Person_4
2025-07-22,06:02 PM,Person/Merchant Payment,Debit,3000.0,Person_6
2025-07-22,08:12 PM,Money Received,Credit,2500.0,Person_50
2025-07-22,08:16 PM,Person/Merchant Payment,Debit,2500.0,Person_7
2025-07-23,11:16 AM,Person/Merchant Payment,Debit,1000.0,Person_125
2025-07-23,04:05 PM,Person/Merchant Payment,Debit,1000.0,Person_37
2025-07-23,08:19 PM,Money Received,Credit,930.0,Person_75
2025-07-23,08:22 PM,UPI Lite Top-up,Debit,500.0,Person_4
2025-07-23,08:22 PM,Person/Merchant Payment,Debit,430.0,Person_7
2025-07-24,08:12 AM,Person/Merchant Payment,Debit,1000.0,Person_12
2025-07-24,08:13 AM,Money Received,Credit,1000.0,Person_12
2025-07-25,09:33 AM,UPI Lite Top-up,Debit,1000.0,Person_4
2025-07-25,07:14 PM,Person/Merchant Payment,Debit,170.0,Person_37
2025-07-26,10:55 AM,Person/Merchant Payment,Debit,480.0,Person_126
2025-07-27,11:00 AM,Person/Merchant Payment,Debit,750.0,Person_119
2025-07-27,07:44 PM,Money Received,Credit,750.0,Person_2
2025-07-27,07:45 PM,UPI Lite Top-up,Debit,750.0,Person_4
2025-07-30,12:18 PM,Money Received,Credit,2000.0,Person_2
2025-07-30,12:23 PM,Person/Merchant Payment,Debit,2000.0,Person_101
2025-08-01,10:01 PM,Person/Merchant Payment,Debit,1000.0,Person_75
2025-08-01,10:01 PM,Person/Merchant Payment,Debit,1000.0,Person_75
2025-08-03,07:20 PM,Money Received,Credit,2000.0,Person_66
2025-08-03,10:04 PM,UPI Lite Top-up,Debit,2000.0,Person_4
2025-08-03,10:04 PM,Money Received,Credit,19.0,Person_12
2025-08-04,08:40 AM,Money Received,Credit,175.0,Person_2
2025-08-04,08:41 AM,Others,Debit,172.0,Person_29
2025-08-04,10:01 AM,Person/Merchant Payment,Debit,7500.0,Person_3
2025-08-04,10:16 AM,Person/Merchant Payment,Debit,1000.0,Person_75
2025-08-04,10:16 AM,Person/Merchant Payment,Debit,1000.0,Person_75
2025-08-04,11:38 AM,Recharge,Debit,302.0,Person_18
2025-08-04,12:25 PM,Money Received,Credit,302.0,Person_127
2025-08-04,12:58 PM,UPI Lite Top-up,Debit,302.0,Person_4
2025-08-04,03:44 PM,Money Received,Credit,217.0,Person_12
2025-08-04,03:44 PM,Money Received,Credit,31.0,Person_12
2025-08-04,03:45 PM,Others,Debit,263.0,Person_29
2025-08-05,01:53 PM,Money Received,Credit,3000.0,Person_12
2025-08-06,11:11 AM,Person/Merchant Payment,Debit,3000.0,Person_7
2025-08-06,01:50 PM,Money Received,Credit,100.0,Person_128
2025-08-06,01:52 PM,Money Received,Credit,10.0,Person_128
2025-08-06,01:53 PM,Money Received,Credit,90.0,Person_128
2025-08-06,01:55 PM,Money Received,Credit,200.0,Person_128
2025-08-06,07:11 PM,Money Received,Credit,7500.0,Person_45
2025-08-06,07:13 PM,Person/Merchant Payment,Debit,7500.0,Person_7
2025-08-07,01:04 PM,Money Received,Credit,1000.0,Person_129
2025-08-08,09:02 AM,Person/Merchant Payment,Debit,2640.0,Person_12
2025-08-08,09:04 AM,Person/Merchant Payment,Debit,3.0,Person_12
2025-08-09,09:55 AM,UPI Lite Top-up,Debit,1000.0,Person_4
2025-08-09,10:22 AM,Person/Merchant Payment,Debit,1000.0,Person_45
2025-08-09,12:32 PM,Person/Merchant Payment,Debit,1000.0,Person_45
2025-08-09,05:47 PM,Money Received,Credit,2400.0,Person_127
2025-08-09,06:11 PM,Person/Merchant Payment,Debit,600.0,Person_130
2025-08-09,06:13 PM,Person/Merchant Payment,Debit,600.0,Person_130
2025-08-09,06:16 PM,Person/Merchant Payment,Debit,600.0,Person_130
2025-08-09,06:19 PM,Person/Merchant Payment,Debit,600.0,Person_130
2025-08-09,07:44 PM,Person/Merchant Payment,Debit,10.0,Person_131
2025-08-10,04:33 AM,Others,Credit,172.0,Person_117
2025-08-10,04:33 AM,Others,Credit,172.0,Person_118
2025-08-10,07:10 AM,Others,Debit,170.0,Person_29
2025-08-10,01:17 PM,Person/Merchant Payment,Debit,4500.0,Person_50
2025-08-11,07:28 AM,Money Received,Credit,200.0,Person_132
2025-08-11,12:41 PM,Person/Merchant Payment,Debit,40.0,Person_133
2025-08-11,01:35 PM,Person/Merchant Payment,Debit,40.0,Person_134
2025-08-11,02:12 PM,Person/Merchant Payment,Debit,100.0,Person_12
2025-08-11,03:01 PM,UPI Lite Top-up,Debit,40.0,Person_4
2025-08-11,06:33 PM,Money Received,Credit,100.0,Person_12
2025-08-11,08:46 PM,Person/Merchant Payment,Debit,2571.0,Person_50
2025-08-12,10:33 AM,Money Received,Credit,167.0,Person_2
2025-08-12,10:33 AM,Money Received,Credit,263.0,Person_17
2025-08-12,10:35 AM,Money Received,Credit,100.0,Person_2
2025-08-12,10:39 AM,Person/Merchant Payment,Debit,1000.0,Person_7
2025-08-12,12:17 PM,Money Received,Credit,800.0,Person_12
2025-08-12,06:19 PM,Person/Merchant Payment,Debit,100.0,Person_45
2025-08-13,07:22 AM,Person/Merchant Payment,Debit,10.0,Person_17
2025-08-13,07:39 PM,Person/Merchant Payment,Debit,533.0,Person_17
2025-08-13,07:52 PM,Person/Merchant Payment,Debit,350.0,Person_135
2025-08-13,07:57 PM,Person/Merchant Payment,Debit,40.0,Person_136
2025-08-13,08:08 PM,Money Received,Credit,510.0,Person_37
2025-08-13,09:10 PM,Person/Merchant Payment,Debit,510.0,Person_45
2025-08-14,11:59 AM,Person/Merchant Payment,Debit,1000.0,Person_15
2025-08-14,12:14 PM,Money Received,Credit,26000.0,Person_12
2025-08-14,12:50 PM,Person/Merchant Payment,Debit,3000.0,Person_7
2025-08-14,12:51 PM,UPI Lite Top-up,Debit,500.0,Person_4
2025-08-14,08:16 PM,Person/Merchant Payment,Debit,30.0,Person_137
2025-08-14,09:26 PM,Person/Merchant Payment,Debit,1000.0,Person_119
2025-08-15,11:12 AM,Person/Merchant Payment,Debit,10.0,Person_50
2025-08-15,08:44 PM,Person/Merchant Payment,Debit,19.0,Person_138
2025-08-15,10:22 PM,Person/Merchant Payment,Debit,230.0,Person_139
2025-08-15,10:24 PM,Person/Merchant Payment,Debit,100.0,Person_140
2025-08-16,08:53 AM,Person/Merchant Payment,Debit,20.0,Person_50
2025-08-16,09:28 AM,Money Received,Credit,350.0,Person_50
2025-08-16,10:06 AM,Person/Merchant Payment,Debit,5000.0,Person_50
2025-08-16,03:26 PM,Money Received,Credit,14000.0,Person_128
2025-08-16,03:30 PM,Education/Fees,Debit,34000.0,Person_5
2025-08-16,04:32 PM,Money Received,Credit,14.0,Person_50
2025-08-16,09:19 PM,Money Received,Credit,500.0,Person_2
2025-08-17,03:38 PM,Money Received,Credit,100.0,Person_141
2025-08-17,03:41 PM,Money Received,Credit,220.0,Person_2
2025-08-17,05:13 PM,Person/Merchant Payment,Debit,30.0,Person_142
2025-08-17,08:06 PM,Person/Merchant Payment,Debit,500.0,Person_119
2025-08-17,08:57 PM,Money Received,Credit,2000.0,Person_128
2025-08-17,09:14 PM,Person/Merchant Payment,Debit,1000.0,Person_7
2025-08-17,11:33 PM,Money Received,Credit,2000.0,Person_15
2025-08-17,11:34 PM,Money Received,Credit,4.0,Person_15
2025-08-17,11:34 PM,Person/Merchant Payment,Debit,2003.54,Person_143
2025-08-18,01:53 PM,Person/Merchant Payment,Debit,18000.0,Person_144
2025-08-19,02:19 PM,Money Received,Credit,500.0,Person_45
2025-08-19,07:05 PM,Person/Merchant Payment,Debit,34.0,Person_145
2025-08-19,10:26 PM,Money Received,Credit,20.0,Person_50
2025-08-19,10:27 PM,Person/Merchant Payment,Debit,15.0,Person_15
2025-08-20,08:56 PM,Person/Merchant Payment,Debit,2000.0,Person_146
2025-08-20,08:57 PM,Person/Merchant Payment,Debit,34.0,Person_146
2025-08-21,11:18 AM,Person/Merchant Payment,Debit,500.0,Person_76
2025-08-21,09:32 PM,Person/Merchant Payment,Debit,10.0,Person_147
2025-08-22,10:52 AM,Money Received,Credit,50000.0,Person_148
2025-08-22,11:06 AM,Money Received,Credit,30000.0,Person_148
2025-08-22,11:54 AM,Education/Fees,Debit,50000.0,Person_5
2025-08-22,11:55 AM,Education/Fees,Debit,30000.0,Person_5
2025-08-22,05:10 PM,Money Received,Credit,100.0,Person_128
2025-08-23,04:39 PM,Money Received,Credit,20000.0,Person_148
2025-08-23,06:56 PM,Person/Merchant Payment,Debit,19000.0,Person_76
2025-08-23,08:15 PM,Money Received,Credit,2000.0,Person_66
2025-08-24,10:10 AM,UPI Lite Top-up,Debit,2000.0,Person_4
2025-08-24,11:47 AM,Person/Merchant Payment,Debit,300.0,Person_45
2025-08-25,11:22 AM,Education/Fees,Debit,15000.0,Person_5
2025-08-25,08:45 PM,Person/Merchant Payment,Debit,45.0,Person_149
2025-08-25,08:48 PM,Money Received,Credit,45.0,Person_1
2025-08-25,08:55 PM,Money Received,Credit,7000.0,Person_1
2025-08-25,09:06 PM,Person/Merchant Payment,Debit,1000.0,Person_76
2025-08-26,12:59 PM,Person/Merchant Payment,Debit,500.0,Person_75
2025-08-26,07:19 PM,Person/Merchant Payment,Debit,10.0,Person_147
2025-08-26,11:39 PM,Money Received,Credit,500.0,Person_75
2025-08-27,12:35 PM,Person/Merchant Payment,Debit,500.0,Person_37
2025-08-27,08:10 PM,Money Received,Credit,1500.0,Person_150
2025-08-29,06:26 PM,Person/Merchant Payment,Debit,60.0,Person_45
2025-08-30,12:33 PM,Person/Merchant Payment,Debit,70.0,Person_151
2025-08-30,05:40 PM,Person/Merchant Payment,Debit,72.0,Person_152
2025-08-30,08:04 PM,Person/Merchant Payment,Debit,20.0,Person_136
2025-08-31,05:38 PM,Person/Merchant Payment,Debit,704.0,Person_153
2025-08-31,07:49 PM,Money Received,Credit,140.0,Person_2
2025-08-31,10:19 PM,Person/Merchant Payment,Debit,28.0,Person_76
2025-08-31,10:19 PM,Person/Merchant Payment,Debit,25.0,Person_15
2025-08-31,10:23 PM,Money Received,Credit,20.0,Person_11
2025-09-01,05:32 PM,Money Received,Credit,450.0,Person_45
2025-09-02,09:16 AM,Money Received,Credit,367.0,Person_2
2025-09-02,01:50 PM,Money Received,Credit,1000.0,Person_128
2025-09-02,01:55 PM,Money Received,Credit,650.0,Person_2
2025-09-02,07:18 PM,Person/Merchant Payment,Debit,20.0,Person_138
2025-09-03,11:37 AM,Person/Merchant Payment,Debit,8.0,Person_8
2025-09-03,07:11 PM,Person/Merchant Payment,Debit,57.0,Person_154
2025-09-04,04:59 PM,UPI Lite Top-up,Debit,103.0,Person_4
2025-09-04,05:14 PM,Person/Merchant Payment,Debit,50.0,Person_45
2025-09-05,03:12 PM,Money Received,Credit,70.0,Person_50
2025-09-05,05:00 PM,Person/Merchant Payment,Debit,3.0,Person_154
2025-09-05,05:03 PM,Person/Merchant Payment,Debit,20.0,Person_154
2025-09-05,06:57 PM,Person/Merchant Payment,Debit,200.0,Person_37
2025-09-06,01:14 PM,Money Received,Credit,100.0,Person_128
2025-09-06,04:12 PM,Money Received,Credit,3000.0,Person_45
2025-09-06,04:13 PM,Person/Merchant Payment,Debit,2500.0,Person_3
2025-09-06,06:50 PM,Person/Merchant Payment,Debit,1000.0,Person_84
2025-09-07,12:12 AM,Money Received,Credit,81.0,Person_2
2025-09-07,12:08 PM,Money Received,Credit,150.0,Person_155
2025-09-07,12:39 PM,Person/Merchant Payment,Debit,150.0,Person_7
2025-09-07,03:20 PM,Person/Merchant Payment,Debit,1000.0,Person_156
2025-09-07,06:40 PM,Person/Merchant Payment,Debit,40.0,Person_15
2025-09-07,06:40 PM,Person/Merchant Payment,Debit,2.0,Person_15
2025-09-08,04:21 PM,Person/Merchant Payment,Debit,54.0,Person_138
2025-09-08,04:42 PM,Money Received,Credit,50.0,Person_157
2025-09-08,06:47 PM,Money Received,Credit,10.0,Person_2
2025-09-10,06:58 PM,Money Received,Credit,1000.0,Person_84
2025-09-10,07:41 PM,UPI Lite Top-up,Debit,1000.0,Person_4
2025-09-11,12:32 AM,Person/Merchant Payment,Debit,300.0,Person_6
2025-09-11,10:15 AM,Money Received,Credit,700.0,Person_1
2025-09-11,11:09 AM,Person/Merchant Payment,Debit,3.0,Person_8
2025-09-11,11:14 AM,Person/Merchant Payment,Debit,20.0,Person_8
2025-09-12,10:55 AM,Money Received,Credit,2000.0,Person_2
2025-09-12,05:52 PM,Money Received,Credit,300.0,Person_45
2025-09-12,10:28 PM,Person/Merchant Payment,Debit,500.0,Person_156
2025-09-13,02:53 PM,Person/Merchant Payment,Debit,50.0,Person_45
2025-09-13,03:52 PM,Money Received,Credit,245.0,Person_2
2025-09-13,05:22 PM,Person/Merchant Payment,Debit,150.0,Person_45
2025-09-13,11:02 PM,Person/Merchant Payment,Debit,200.0,Person_45
2025-09-14,06:49 PM,Person/Merchant Payment,Debit,700.0,Person_12
2025-09-15,10:15 AM,Person/Merchant Payment,Debit,1000.0,Person_75
2025-09-15,11:16 AM,Person/Merchant Payment,Debit,200.0,Person_6
2025-09-15,06:21 PM,Person/Merchant Payment,Debit,20.0,Person_158
2025-09-17,12:07 PM,Money Received,Credit,114.0,Person_50
2025-09-17,09:57 PM,Money Received,Credit,2500.0,Person_159
2025-09-18,09:03 PM,Money Received,Credit,1000.0,Person_15
2025-09-19,12:37 PM,Money Received,Credit,14000.0,Person_160
2025-09-19,07:48 PM,Money Received,Credit,500.0,Person_45
2025-09-19,08:39 PM,UPI Lite Top-up,Debit,500.0,Person_4
2025-09-20,09:56 AM,Person/Merchant Payment,Debit,1000.0,Person_161
2025-09-21,10:24 AM,Money Received,Credit,4000.0,Person_2
2025-09-21,11:40 AM,Person/Merchant Payment,Debit,4000.0,Person_119
2025-09-21,09:28 PM,Person/Merchant Payment,Debit,1000.0,Person_162
2025-09-21,09:47 PM,Money Received,Credit,1000.0,Person_128
2025-09-21,09:48 PM,UPI Lite Top-up,Debit,1000.0,Person_4
2025-09-22,09:32 AM,Money Received,Credit,2000.0,Person_128
2025-09-22,02:45 PM,Person/Merchant Payment,Debit,16000.0,Person_163
2025-09-22,04:33 PM,Money Received,Credit,350.0,Person_45
2025-09-22,10:51 PM,Money Received,Credit,2000.0,Person_10
2025-09-23,10:30 AM,Person/Merchant Payment,Debit,3000.0,Person_162
2025-09-23,10:30 AM,Person/Merchant Payment,Debit,1000.0,Person_12
2025-09-23,10:31 AM,Money Received,Credit,1000.0,Person_12
2025-09-23,10:32 AM,Money Received,Credit,4000.0,Person_128
2025-09-23,01:34 PM,Money Received,Credit,870.0,Person_12
2025-09-23,04:50 PM,Money Received,Credit,1000.0,Person_66
2025-09-25,08:02 AM,Money Received,Credit,15000.0,Person_150
2025-09-25,08:49 AM,Money Received,Credit,14000.0,Person_10
2025-09-25,08:50 AM,Education/Fees,Debit,14000.0,Person_5
2025-09-25,09:44 AM,Person/Merchant Payment,Debit,1000.0,Person_6
2025-09-25,09:44 AM,Person/Merchant Payment,Debit,2000.0,Person_156
2025-09-25,10:42 PM,Money Received,Credit,1500.0,Person_10
2025-09-26,07:10 PM,Money Received,Credit,1000.0,Person_2
2025-09-26,10:09 PM,Money Received,Credit,500.0,Person_37
2025-09-27,02:00 PM,Person/Merchant Payment,Debit,44.0,Person_164
2025-09-27,02:12 PM,Person/Merchant Payment,Debit,180.0,Person_156
2025-09-27,04:37 PM,Person/Merchant Payment,Debit,40.0,Person_165
2025-09-27,07:20 PM,Person/Merchant Payment,Debit,40.0,Person_166
2025-09-28,11:21 AM,Person/Merchant Payment,Debit,1000.0,Person_161
2025-09-28,02:01 PM,Person/Merchant Payment,Debit,500.0,Person_161
2025-09-28,05:09 PM,Person/Merchant Payment,Debit,500.0,Person_15
2025-09-28,06:37 PM,Person/Merchant Payment,Debit,300.0,Person_156
2025-09-28,07:47 PM,Person/Merchant Payment,Debit,500.0,Person_161
2025-09-28,08:59 PM,Money Received,Credit,300.0,Person_156
2025-09-29,12:45 PM,Money Received,Credit,100.0,Person_3
2025-09-29,12:47 PM,Person/Merchant Payment,Debit,48.0,Person_8
2025-09-29,12:50 PM,Person/Merchant Payment,Debit,45.0,Person_167
2025-09-29,05:57 PM,Person/Merchant Payment,Debit,700.0,Person_76
2025-09-29,09:22 PM,Person/Merchant Payment,Debit,10.0,Person_168
2025-09-30,05:22 PM,Person/Merchant Payment,Debit,25.0,Person_169
