id,date,time,category,type,amount,counterparty,month
318,2025-05-07,"11:20 AM","Money Received",Credit,1000.00,Person_71,2025-05
319,2025-05-07,"02:20 PM","UPI Lite Top-up",Debit,1000.00,Person_4,2025-05
320,2025-05-08,"02:13 PM","Person/Merchant Payment",Debit,3500.00,Person_71,2025-05
321,2025-05-08,"09:03 PM","Person/Merchant Payment",Debit,500.00,Person_75,2025-05
322,2025-05-08,"09:26 PM","Money Received",Credit,3500.00,Person_71,2025-05
323,2025-05-08,"10:03 PM","Money Received",Credit,500.00,Person_28,2025-05
324,2025-05-09,"09:35 AM","Person/Merchant Payment",Debit,3500.00,Person_7,2025-05
325,2025-05-09,"09:36 AM","Person/Merchant Payment",Debit,26.00,Person_15,2025-05
326,2025-05-09,"01:42 PM","Person/Merchant Payment",Debit,30.00,Person_72,2025-05
327,2025-05-09,"03:45 PM","Person/Merchant Payment",Debit,149.00,Person_45,2025-05
328,2025-05-12,"10:46 AM","Money Received",Credit,1000.00,Person_2,2025-05
329,2025-05-12,"12:36 PM","Person/Merchant Payment",Debit,80.00,Person_15,2025-05
330,2025-05-12,"12:36 PM","UPI Lite Top-up",Debit,1000.00,Person_4,2025-05
331,2025-05-12,"08:47 PM","Person/Merchant Payment",Debit,1000.00,Person_71,2025-05
332,2025-05-13,"12:04 PM","Person/Merchant Payment",Debit,699.00,Person_76,2025-05
333,2025-05-14,"01:20 PM","Money Received",Credit,1000.00,Person_71,2025-05
334,2025-05-15,"10:00 AM","Person/Merchant Payment",Debit,500.00,Person_58,2025-05
335,2025-05-15,"10:25 AM","Person/Merchant Payment",Debit,500.00,Person_58,2025-05
336,2025-05-15,"10:47 AM","Money Received",Credit,50.00,Person_37,2025-05
337,2025-05-15,"10:55 AM","Person/Merchant Payment",Debit,10.00,Person_8,2025-05
338,2025-05-15,"01:11 PM","Person/Merchant Payment",Debit,25.00,Person_72,2025-05
339,2025-05-15,"01:47 PM","Person/Merchant Payment",Debit,1000.00,Person_77,2025-05
340,2025-05-15,"07:05 PM","Money Received",Credit,1000.00,Person_3,2025-05
341,2025-05-15,"07:08 PM","Person/Merchant Payment",Debit,10.00,Person_3,2025-05
342,2025-05-15,"07:10 PM","Money Received",Credit,10.00,Person_3,2025-05
343,2025-05-15,"07:58 PM","Money Received",Credit,5.00,Person_45,2025-05
344,2025-05-15,"09:04 PM","Person/Merchant Payment",Debit,2000.00,Person_78,2025-05
345,2025-05-15,"09:05 PM","UPI Lite Top-up",Debit,1000.00,Person_4,2025-05
346,2025-05-16,"08:44 AM","Money Received",Credit,35.00,Person_1,2025-05
347,2025-05-16,"07:02 PM","Money Received",Credit,49500.00,Person_12,2025-05
348,2025-05-16,"07:18 PM","UPI Lite Top-up",Debit,300.00,Person_4,2025-05
349,2025-05-16,"07:44 PM","UPI Lite Top-up",Debit,100.00,Person_4,2025-05
350,2025-05-16,"07:46 PM","Money Received",Credit,10.00,Person_15,2025-05
351,2025-05-16,"07:46 PM","Person/Merchant Payment",Debit,10.00,Person_15,2025-05
352,2025-05-17,"01:02 PM",Education/Fees,Debit,1680.00,Person_5,2025-05
353,2025-05-17,"01:09 PM","Person/Merchant Payment",Debit,30.00,Person_8,2025-05
354,2025-05-17,"02:39 PM","Money Received",Credit,50500.00,Person_12,2025-05
355,2025-05-17,"02:53 PM","UPI Lite Top-up",Debit,1000.00,Person_4,2025-05
356,2025-05-17,"02:54 PM","Person/Merchant Payment",Debit,1680.00,Person_7,2025-05
357,2025-05-17,"02:58 PM","Person/Merchant Payment",Debit,10000.00,Person_7,2025-05
358,2025-05-17,"03:28 PM","Person/Merchant Payment",Debit,2600.00,Person_11,2025-05
359,2025-05-17,"08:06 PM","Money Received",Credit,20.00,Person_17,2025-05
360,2025-05-17,"08:25 PM","UPI Lite Top-up",Debit,20.00,Person_4,2025-05
361,2025-05-19,"07:53 AM","Person/Merchant Payment",Debit,200.00,Person_58,2025-05
362,2025-05-19,"09:52 AM","Person/Merchant Payment",Debit,40.00,Person_8,2025-05
363,2025-05-19,"01:52 PM","Money Received",Credit,300.00,Person_12,2025-05
364,2025-05-19,"03:20 PM","Person/Merchant Payment",Debit,3800.00,Person_45,2025-05
365,2025-05-19,"07:22 PM","Person/Merchant Payment",Debit,2000.00,Person_79,2025-05
366,2025-05-20,"12:51 PM","Money Received",Credit,200.00,Person_2,2025-05
367,2025-05-20,"12:57 PM","Person/Merchant Payment",Debit,25.00,Person_2,2025-05
368,2025-05-20,"06:15 PM","Person/Merchant Payment",Debit,60.00,Person_10,2025-05
369,2025-05-20,"07:45 PM","Person/Merchant Payment",Debit,760.00,Person_80,2025-05
370,2025-05-21,"03:16 PM","Person/Merchant Payment",Debit,8240.00,Person_76,2025-05
371,2025-05-21,"03:17 PM","UPI Lite Top-up",Debit,385.00,Person_4,2025-05
372,2025-05-21,"05:03 PM","Person/Merchant Payment",Debit,20.00,Person_81,2025-05
373,2025-05-21,"05:31 PM","Person/Merchant Payment",Debit,200.00,Person_82,2025-05
374,2025-05-22,"10:48 AM","Person/Merchant Payment",Debit,1230.00,Person_83,2025-05
375,2025-05-22,"02:47 PM","Money Received",Credit,2500.00,Person_37,2025-05
376,2025-05-22,"03:06 PM","Person/Merchant Payment",Debit,2100.00,Person_12,2025-05
377,2025-05-23,"01:54 PM","Person/Merchant Payment",Debit,1000.00,Person_84,2025-05
378,2025-05-24,"05:20 PM","Money Received",Credit,8000.00,Person_1,2025-05
379,2025-05-24,"05:21 PM","Person/Merchant Payment",Debit,8000.00,Person_45,2025-05
380,2025-05-25,"10:44 AM","Money Received",Credit,2100.00,Person_59,2025-05
381,2025-05-25,"01:02 PM","Person/Merchant Payment",Debit,20.00,Person_85,2025-05
382,2025-05-25,"01:05 PM","Person/Merchant Payment",Debit,150.00,Person_86,2025-05
383,2025-05-25,"04:37 PM","Person/Merchant Payment",Debit,1500.00,Person_12,2025-05
384,2025-05-25,"09:05 PM","Money Received",Credit,1000.00,Person_84,2025-05
385,2025-05-27,"04:27 PM","Person/Merchant Payment",Debit,100.00,Person_87,2025-05
386,2025-05-28,"11:35 AM","Money Received",Credit,1000.00,Person_88,2025-05
387,2025-05-28,"01:03 PM","Money Received",Credit,500.00,Person_12,2025-05
388,2025-05-28,"07:37 PM","Money Received",Credit,40.00,Person_1,2025-05
389,2025-05-28,"07:45 PM","Money Received",Credit,50.00,Person_11,2025-05
390,2025-05-29,"09:51 AM","UPI Lite Top-up",Debit,1000.00,Person_4,2025-05
391,2025-05-29,"12:07 PM","Money Received",Credit,300.00,Person_37,2025-05
392,2025-05-29,"12:17 PM","UPI Lite Top-up",Debit,70.00,Person_4,2025-05
393,2025-05-29,"10:42 PM","Money Received",Credit,65.00,Person_10,2025-05
394,2025-05-30,"02:40 PM","Person/Merchant Payment",Debit,500.00,Person_2,2025-05
395,2025-05-30,"02:50 PM","Food & Dining",Debit,105.00,Person_64,2025-05
396,2025-05-30,"03:21 PM","Person/Merchant Payment",Debit,60.00,Person_89,2025-05
397,2025-05-30,"05:15 PM","Money Received",Credit,55.00,Person_90,2025-05
398,2025-05-31,"08:06 AM","Person/Merchant Payment",Debit,250.00,Person_2,2025-05
399,2025-05-31,"02:47 PM","Person/Merchant Payment",Debit,4000.00,Person_37,2025-05
400,2025-06-01,"10:24 AM","Person/Merchant Payment",Debit,17000.00,Person_37,2025-06
401,2025-06-01,"07:26 PM","Person/Merchant Payment",Debit,2000.00,Person_79,2025-06
402,2025-06-01,"07:27 PM","Person/Merchant Payment",Debit,1500.00,Person_7,2025-06
403,2025-06-02,"10:19 AM","Person/Merchant Payment",Debit,3500.00,Person_37,2025-06
404,2025-06-02,"01:34 PM","Person/Merchant Payment",Debit,4300.00,Person_75,2025-06
405,2025-06-02,"08:51 PM","Money Received",Credit,15.00,Person_10,2025-06
406,2025-06-03,"12:56 AM","Money Received",Credit,4300.00,Person_71,2025-06
407,2025-06-03,"11:42 AM","Person/Merchant Payment",Debit,5000.00,Person_91,2025-06
408,2025-06-03,"06:11 PM","Person/Merchant Payment",Debit,6000.00,Person_37,2025-06
409,2025-06-03,"09:33 PM","Money Received",Credit,5000.00,Person_37,2025-06
410,2025-06-03,"09:35 PM","Person/Merchant Payment",Debit,5000.00,Person_79,2025-06
411,2025-06-04,"10:30 AM","Person/Merchant Payment",Debit,331.00,Person_7,2025-06
412,2025-06-04,"10:30 AM","Person/Merchant Payment",Debit,1000.00,Person_7,2025-06
413,2025-06-04,"10:30 AM","Person/Merchant Payment",Debit,1000.00,Person_7,2025-06
414,2025-06-04,"10:44 AM","Person/Merchant Payment",Debit,2331.00,Person_6,2025-06
415,2025-06-04,"10:44 AM","UPI Lite Top-up",Debit,2331.00,Person_4,2025-06
416,2025-06-04,"12:46 PM","Money Received",Credit,5000.00,Person_57,2025-06
417,2025-06-04,"01:39 PM","Person/Merchant Payment",Debit,3000.00,Person_24,2025-06
418,2025-06-04,"06:17 PM","Person/Merchant Payment",Debit,10000.00,Person_37,2025-06
419,2025-06-04,"06:50 PM","Person/Merchant Payment",Debit,2500.00,Person_92,2025-06
420,2025-06-05,"09:22 AM","Person/Merchant Payment",Debit,1.00,Person_12,2025-06
421,2025-06-05,"07:43 PM","Money Received",Credit,4000.00,Person_37,2025-06
422,2025-06-06,"11:29 AM","Money Received",Credit,1500.00,Person_92,2025-06
423,2025-06-06,"11:31 AM","Person/Merchant Payment",Debit,1500.00,Person_7,2025-06
424,2025-06-06,"12:58 PM","Money Received",Credit,100.00,Person_11,2025-06
425,2025-06-06,"08:32 PM","Person/Merchant Payment",Debit,2000.00,Person_91,2025-06
426,2025-06-06,"08:35 PM","UPI Lite Top-up",Debit,100.00,Person_4,2025-06
427,2025-06-06,"08:39 PM","Person/Merchant Payment",Debit,2673.00,Person_67,2025-06
428,2025-06-07,"02:30 PM","Money Received",Credit,1000.00,Person_92,2025-06
429,2025-06-07,"02:30 PM","Person/Merchant Payment",Debit,1000.00,Person_7,2025-06
430,2025-06-07,"04:56 PM","Food & Dining",Debit,740.00,Person_93,2025-06
431,2025-06-07,"10:37 PM","Person/Merchant Payment",Debit,29.00,Person_7,2025-06
432,2025-06-08,"06:44 PM","Person/Merchant Payment",Debit,1000.00,Person_94,2025-06
433,2025-06-09,"10:42 AM","Money Received",Credit,5.00,Person_45,2025-06
434,2025-06-10,"07:37 PM","Money Received",Credit,50.00,Person_37,2025-06
435,2025-06-11,"01:19 PM","Food & Dining",Debit,103.96,Person_95,2025-06
436,2025-06-11,"01:36 PM","Person/Merchant Payment",Debit,187.90,Person_26,2025-06
437,2025-06-11,"04:12 PM","Money Received",Credit,200.00,Person_96,2025-06
438,2025-06-12,"12:11 PM","Person/Merchant Payment",Debit,40.00,Person_97,2025-06
439,2025-06-12,"02:53 PM","Person/Merchant Payment",Debit,140.00,Person_98,2025-06
440,2025-06-13,"07:49 AM","Person/Merchant Payment",Debit,100.00,Person_12,2025-06
441,2025-06-13,"07:52 AM","Money Received",Credit,100.00,Person_12,2025-06
442,2025-06-13,"07:53 AM","Money Received",Credit,200.00,Person_12,2025-06
443,2025-06-13,"07:55 AM","Money Received",Credit,400.00,Person_12,2025-06
444,2025-06-13,"11:24 PM","Money Received",Credit,15.00,Person_1,2025-06
445,2025-06-14,"09:23 AM","Money Received",Credit,1000.00,Person_37,2025-06
446,2025-06-14,"09:39 AM","Person/Merchant Payment",Debit,1000.00,Person_94,2025-06
447,2025-06-14,"08:21 PM","Person/Merchant Payment",Debit,1500.00,Person_67,2025-06
448,2025-06-15,"10:56 AM","Money Received",Credit,200.00,Person_12,2025-06
449,2025-06-16,"02:34 PM","Person/Merchant Payment",Debit,50.00,Person_37,2025-06
450,2025-06-17,"08:17 AM","Money Received",Credit,2500.00,Person_12,2025-06
451,2025-06-17,"09:04 AM","Person/Merchant Payment",Debit,2500.00,Person_7,2025-06
452,2025-06-17,"03:21 PM","Person/Merchant Payment",Debit,30.00,Person_37,2025-06
453,2025-06-17,"11:21 PM","Money Received",Credit,500.00,Person_37,2025-06
454,2025-06-19,"12:15 PM","Person/Merchant Payment",Debit,60.00,Person_8,2025-06
455,2025-06-19,"12:47 PM","Person/Merchant Payment",Debit,10000.00,Person_6,2025-06
456,2025-06-19,"12:47 PM",Education/Fees,Debit,10000.00,Person_99,2025-06
457,2025-06-19,"05:23 PM","UPI Lite Top-up",Debit,500.00,Person_4,2025-06
458,2025-06-19,"06:12 PM","Money Received",Credit,60.00,Person_100,2025-06
459,2025-06-20,"10:29 AM","Money Received",Credit,2000.00,Person_101,2025-06
460,2025-06-20,"12:04 PM","Person/Merchant Payment",Debit,1645.00,Person_102,2025-06
461,2025-06-20,"12:57 PM","Person/Merchant Payment",Debit,140.00,Person_103,2025-06
462,2025-06-20,"01:10 PM","Person/Merchant Payment",Debit,70.00,Person_103,2025-06
463,2025-06-20,"01:13 PM","Person/Merchant Payment",Debit,70.00,Person_103,2025-06
464,2025-06-20,"01:21 PM","UPI Lite Top-up",Debit,70.00,Person_4,2025-06
465,2025-06-22,"06:13 PM","Money Received",Credit,40.00,Person_10,2025-06
466,2025-06-22,"06:17 PM","Person/Merchant Payment",Debit,40.00,Person_11,2025-06
467,2025-06-22,"08:56 PM","Money Received",Credit,30.00,Person_2,2025-06
468,2025-06-24,"04:08 PM","Money Received",Credit,1000.00,Person_1,2025-06
469,2025-06-24,"04:09 PM","Money Received",Credit,1000.00,Person_1,2025-06
470,2025-06-24,"04:22 PM","Money Received",Credit,240.00,Person_1,2025-06
471,2025-06-24,"04:23 PM","Money Received",Credit,200.00,Person_1,2025-06
472,2025-06-24,"09:00 PM","Money Received",Credit,29.00,Person_2,2025-06
473,2025-06-26,"09:49 AM","Person/Merchant Payment",Debit,3000.00,Person_84,2025-06
474,2025-06-26,"04:52 PM",Others,Debit,104.00,Person_29,2025-06
475,2025-06-29,"11:43 AM","Person/Merchant Payment",Debit,300.00,Person_104,2025-06
476,2025-07-01,"06:45 PM","Money Received",Credit,2000.00,Person_71,2025-07
477,2025-07-01,"09:40 PM","Money Received",Credit,180.00,Person_12,2025-07
478,2025-07-02,"10:01 AM","Person/Merchant Payment",Debit,120.00,Person_50,2025-07
479,2025-07-03,"12:38 AM","Person/Merchant Payment",Debit,120.00,Person_105,2025-07
480,2025-07-03,"10:59 AM","Person/Merchant Payment",Debit,2000.00,Person_7,2025-07
481,2025-07-03,"11:03 AM","Person/Merchant Payment",Debit,712.00,Person_7,2025-07
482,2025-07-03,"04:18 PM","Person/Merchant Payment",Debit,40.00,Person_106,2025-07
483,2025-07-03,"06:49 PM","Money Received",Credit,1000.00,Person_71,2025-07
484,2025-07-03,"07:29 PM","Person/Merchant Payment",Debit,1000.00,Person_7,2025-07
485,2025-07-03,"11:45 PM","Person/Merchant Payment",Debit,5000.00,Person_50,2025-07
486,2025-07-04,"09:37 AM","Money Received",Credit,5000.00,Person_50,2025-07
487,2025-07-04,"03:38 PM","Person/Merchant Payment",Debit,59.00,Person_34,2025-07
488,2025-07-04,"03:39 PM","Person/Merchant Payment",Debit,5.00,Person_34,2025-07
489,2025-07-04,"03:43 PM","Money Received",Credit,30.00,Person_50,2025-07
490,2025-07-04,"03:54 PM","Money Received",Credit,25.00,Person_107,2025-07
491,2025-07-04,"03:55 PM","Money Received",Credit,30.00,Person_17,2025-07
492,2025-07-05,"10:36 AM","Person/Merchant Payment",Debit,4000.00,Person_50,2025-07
493,2025-07-05,"02:52 PM","Person/Merchant Payment",Debit,200.00,Person_105,2025-07
494,2025-07-05,"07:20 PM","Person/Merchant Payment",Debit,1000.00,Person_108,2025-07
495,2025-07-05,"09:44 PM","Person/Merchant Payment",Debit,500.00,Person_40,2025-07
496,2025-07-05,"09:58 PM","Money Received",Credit,500.00,Person_40,2025-07
497,2025-07-07,"08:38 PM","Person/Merchant Payment",Debit,500.00,Person_40,2025-07
498,2025-07-07,"08:57 PM","Person/Merchant Payment",Debit,1000.00,Person_7,2025-07
499,2025-07-08,"11:48 AM","Money Received",Credit,5000.00,Person_109,2025-07
500,2025-07-08,"02:29 PM","Person/Merchant Payment",Debit,60.00,Person_110,2025-07
501,2025-07-08,"02:40 PM","Person/Merchant Payment",Debit,40.00,Person_47,2025-07
502,2025-07-08,"02:44 PM","Person/Merchant Payment",Debit,20.00,Person_34,2025-07
503,2025-07-08,"10:33 PM","Person/Merchant Payment",Debit,5000.00,Person_7,2025-07
504,2025-07-09,"10:11 AM","Money Received",Credit,175.00,Person_50,2025-07
505,2025-07-09,"10:13 AM",Others,Debit,174.00,Person_29,2025-07
506,2025-07-09,"10:35 AM","Person/Merchant Payment",Debit,1800.00,Person_111,2025-07
507,2025-07-09,"03:12 PM","Person/Merchant Payment",Debit,2000.00,Person_112,2025-07
508,2025-07-09,"03:16 PM","Money Received",Credit,1000.00,Person_12,2025-07
509,2025-07-09,"03:19 PM","Money Received",Credit,20.00,Person_1,2025-07
510,2025-07-09,"03:27 PM","Person/Merchant Payment",Debit,1000.00,Person_7,2025-07
511,2025-07-09,"09:47 PM","Person/Merchant Payment",Debit,2500.00,Person_50,2025-07
512,2025-07-12,"09:20 AM","Money Received",Credit,200.00,Person_12,2025-07
513,2025-07-13,"02:17 PM","Person/Merchant Payment",Debit,50.00,Person_15,2025-07
514,2025-07-13,"02:27 PM","Person/Merchant Payment",Debit,30.00,Person_113,2025-07
515,2025-07-13,"06:08 PM","Person/Merchant Payment",Debit,1200.00,Person_50,2025-07
516,2025-07-13,"06:30 PM","Person/Merchant Payment",Debit,300.00,Person_114,2025-07
517,2025-07-13,"06:37 PM","Person/Merchant Payment",Debit,70.00,Person_115,2025-07
518,2025-07-13,"06:42 PM","Person/Merchant Payment",Debit,62.00,Person_19,2025-07
519,2025-07-13,"06:44 PM","Person/Merchant Payment",Debit,25.00,Person_50,2025-07
520,2025-07-15,"10:14 AM","Person/Merchant Payment",Debit,72.00,Person_50,2025-07
521,2025-07-15,"10:35 AM","Person/Merchant Payment",Debit,50.00,Person_50,2025-07
522,2025-07-15,"01:42 PM","Person/Merchant Payment",Debit,1000.00,Person_116,2025-07
523,2025-07-15,"10:25 PM","Person/Merchant Payment",Debit,1000.00,Person_58,2025-07
524,2025-07-16,"04:34 AM",Others,Credit,174.00,Person_117,2025-07
525,2025-07-16,"04:34 AM",Others,Credit,174.00,Person_118,2025-07
526,2025-07-16,"09:57 PM","Person/Merchant Payment",Debit,1100.00,Person_50,2025-07
527,2025-07-16,"10:00 PM","Person/Merchant Payment",Debit,2000.00,Person_17,2025-07
528,2025-07-16,"10:07 PM","Person/Merchant Payment",Debit,574.00,Person_6,2025-07
529,2025-07-17,"09:18 AM","Money Received",Credit,2000.00,Person_12,2025-07
530,2025-07-17,"09:34 AM","Person/Merchant Payment",Debit,2000.00,Person_7,2025-07
531,2025-07-17,"09:29 PM","Person/Merchant Payment",Debit,174.00,Person_119,2025-07
532,2025-07-18,"08:25 PM","Person/Merchant Payment",Debit,1000.00,Person_10,2025-07
533,2025-07-19,"10:08 AM","Money Received",Credit,500.00,Person_12,2025-07
534,2025-07-19,"11:49 AM","Money Received",Credit,20.00,Person_12,2025-07
535,2025-07-19,"12:19 PM","Person/Merchant Payment",Debit,500.00,Person_120,2025-07
536,2025-07-19,"02:59 PM","Person/Merchant Payment",Debit,299.00,Person_121,2025-07
537,2025-07-19,"10:47 PM","Person/Merchant Payment",Debit,500.00,Person_75,2025-07
538,2025-07-20,"10:05 AM","Money Received",Credit,500.00,Person_75,2025-07
539,2025-07-21,"08:59 AM","Person/Merchant Payment",Debit,500.00,Person_122,2025-07
540,2025-07-21,"09:02 AM","Person/Merchant Payment",Debit,500.00,Person_7,2025-07
541,2025-07-22,"11:50 AM","Person/Merchant Payment",Debit,430.00,Person_123,2025-07
542,2025-07-22,"12:56 PM","Money Received",Credit,342.00,Person_12,2025-07
543,2025-07-22,"12:56 PM","Person/Merchant Payment",Debit,344.00,Person_12,2025-07
544,2025-07-22,"03:42 PM","Person/Merchant Payment",Debit,3000.00,Person_124,2025-07
545,2025-07-22,"06:02 PM","UPI Lite Top-up",Debit,3000.00,Person_4,2025-07
546,2025-07-22,"06:02 PM","Person/Merchant Payment",Debit,3000.00,Person_6,2025-07
547,2025-07-22,"08:12 PM","Money Received",Credit,2500.00,Person_50,2025-07
548,2025-07-22,"08:16 PM","Person/Merchant Payment",Debit,2500.00,Person_7,2025-07
549,2025-07-23,"11:16 AM","Person/Merchant Payment",Debit,1000.00,Person_125,2025-07
550,2025-07-23,"04:05 PM","Person/Merchant Payment",Debit,1000.00,Person_37,2025-07
551,2025-07-23,"08:19 PM","Money Received",Credit,930.00,Person_75,2025-07
552,2025-07-23,"08:22 PM","UPI Lite Top-up",Debit,500.00,Person_4,2025-07
553,2025-07-23,"08:22 PM","Person/Merchant Payment",Debit,430.00,Person_7,2025-07
554,2025-07-24,"08:12 AM","Person/Merchant Payment",Debit,1000.00,Person_12,2025-07
555,2025-07-24,"08:13 AM","Money Received",Credit,1000.00,Person_12,2025-07
556,2025-07-25,"09:33 AM","UPI Lite Top-up",Debit,1000.00,Person_4,2025-07
557,2025-07-25,"07:14 PM","Person/Merchant Payment",Debit,170.00,Person_37,2025-07
558,2025-07-26,"10:55 AM","Person/Merchant Payment",Debit,480.00,Person_126,2025-07
559,2025-07-27,"11:00 AM","Person/Merchant Payment",Debit,750.00,Person_119,2025-07
560,2025-07-27,"07:44 PM","Money Received",Credit,750.00,Person_2,2025-07
561,2025-07-27,"07:45 PM","UPI Lite Top-up",Debit,750.00,Person_4,2025-07
562,2025-07-30,"12:18 PM","Money Received",Credit,2000.00,Person_2,2025-07
563,2025-07-30,"12:23 PM","Person/Merchant Payment",Debit,2000.00,Person_101,2025-07
564,2025-08-01,"10:01 PM","Person/Merchant Payment",Debit,1000.00,Person_75,2025-08
565,2025-08-01,"10:01 PM","Person/Merchant Payment",Debit,1000.00,Person_75,2025-08
566,2025-08-03,"07:20 PM","Money Received",Credit,2000.00,Person_66,2025-08
567,2025-08-03,"10:04 PM","UPI Lite Top-up",Debit,2000.00,Person_4,2025-08
568,2025-08-03,"10:04 PM","Money Received",Credit,19.00,Person_12,2025-08
569,2025-08-04,"08:40 AM","Money Received",Credit,175.00,Person_2,2025-08
570,2025-08-04,"08:41 AM",Others,Debit,172.00,Person_29,2025-08
571,2025-08-04,"10:01 AM","Person/Merchant Payment",Debit,7500.00,Person_3,2025-08
572,2025-08-04,"10:16 AM","Person/Merchant Payment",Debit,1000.00,Person_75,2025-08
573,2025-08-04,"10:16 AM","Person/Merchant Payment",Debit,1000.00,Person_75,2025-08
574,2025-08-04,"11:38 AM",Recharge,Debit,302.00,Person_18,2025-08
575,2025-08-04,"12:25 PM","Money Received",Credit,302.00,Person_127,2025-08
576,2025-08-04,"12:58 PM","UPI Lite Top-up",Debit,302.00,Person_4,2025-08
577,2025-08-04,"03:44 PM","Money Received",Credit,217.00,Person_12,2025-08
578,2025-08-04,"03:44 PM","Money Received",Credit,31.00,Person_12,2025-08
579,2025-08-04,"03:45 PM",Others,Debit,263.00,Person_29,2025-08
580,2025-08-05,"01:53 PM","Money Received",Credit,3000.00,Person_12,2025-08
581,2025-08-06,"11:11 AM","Person/Merchant Payment",Debit,3000.00,Person_7,2025-08
582,2025-08-06,"01:50 PM","Money Received",Credit,100.00,Person_128,2025-08
583,2025-08-06,"01:52 PM","Money Received",Credit,10.00,Person_128,2025-08
584,2025-08-06,"01:53 PM","Money Received",Credit,90.00,Person_128,2025-08
585,2025-08-06,"01:55 PM","Money Received",Credit,200.00,Person_128,2025-08
586,2025-08-06,"07:11 PM","Money Received",Credit,7500.00,Person_45,2025-08
587,2025-08-06,"07:13 PM","Person/Merchant Payment",Debit,7500.00,Person_7,2025-08
588,2025-08-07,"01:04 PM","Money Received",Credit,1000.00,Person_129,2025-08
589,2025-08-08,"09:02 AM","Person/Merchant Payment",Debit,2640.00,Person_12,2025-08
590,2025-08-08,"09:04 AM","Person/Merchant Payment",Debit,3.00,Person_12,2025-08
591,2025-08-09,"09:55 AM","UPI Lite Top-up",Debit,1000.00,Person_4,2025-08
592,2025-08-09,"10:22 AM","Person/Merchant Payment",Debit,1000.00,Person_45,2025-08
593,2025-08-09,"12:32 PM","Person/Merchant Payment",Debit,1000.00,Person_45,2025-08
594,2025-08-09,"05:47 PM","Money Received",Credit,2400.00,Person_127,2025-08
595,2025-08-09,"06:11 PM","Person/Merchant Payment",Debit,600.00,Person_130,2025-08
596,2025-08-09,"06:13 PM","Person/Merchant Payment",Debit,600.00,Person_130,2025-08
597,2025-08-09,"06:16 PM","Person/Merchant Payment",Debit,600.00,Person_130,2025-08
598,2025-08-09,"06:19 PM","Person/Merchant Payment",Debit,600.00,Person_130,2025-08
599,2025-08-09,"07:44 PM","Person/Merchant Payment",Debit,10.00,Person_131,2025-08
600,2025-08-10,"04:33 AM",Others,Credit,172.00,Person_117,2025-08
601,2025-08-10,"04:33 AM",Others,Credit,172.00,Person_118,2025-08
602,2025-08-10,"07:10 AM",Others,Debit,170.00,Person_29,2025-08
603,2025-08-10,"01:17 PM","Person/Merchant Payment",Debit,4500.00,Person_50,2025-08
604,2025-08-11,"07:28 AM","Money Received",Credit,200.00,Person_132,2025-08
605,2025-08-11,"12:41 PM","Person/Merchant Payment",Debit,40.00,Person_133,2025-08
606,2025-08-11,"01:35 PM","Person/Merchant Payment",Debit,40.00,Person_134,2025-08
607,2025-08-11,"02:12 PM","Person/Merchant Payment",Debit,100.00,Person_12,2025-08
608,2025-08-11,"03:01 PM","UPI Lite Top-up",Debit,40.00,Person_4,2025-08
609,2025-08-11,"06:33 PM","Money Received",Credit,100.00,Person_12,2025-08
610,2025-08-11,"08:46 PM","Person/Merchant Payment",Debit,2571.00,Person_50,2025-08
611,2025-08-12,"10:33 AM","Money Received",Credit,167.00,Person_2,2025-08
612,2025-08-12,"10:33 AM","Money Received",Credit,263.00,Person_17,2025-08
613,2025-08-12,"10:35 AM","Money Received",Credit,100.00,Person_2,2025-08
614,2025-08-12,"10:39 AM","Person/Merchant Payment",Debit,1000.00,Person_7,2025-08
615,2025-08-12,"12:17 PM","Money Received",Credit,800.00,Person_12,2025-08
616,2025-08-12,"06:19 PM","Person/Merchant Payment",Debit,100.00,Person_45,2025-08
617,2025-08-13,"07:22 AM","Person/Merchant Payment",Debit,10.00,Person_17,2025-08
618,2025-08-13,"07:39 PM","Person/Merchant Payment",Debit,533.00,Person_17,2025-08
619,2025-08-13,"07:52 PM","Person/Merchant Payment",Debit,350.00,Person_135,2025-08
620,2025-08-13,"07:57 PM","Person/Merchant Payment",Debit,40.00,Person_136,2025-08
621,2025-08-13,"08:08 PM","Money Received",Credit,510.00,Person_37,2025-08
622,2025-08-13,"09:10 PM","Person/Merchant Payment",Debit,510.00,Person_45,2025-08
623,2025-08-14,"11:59 AM","Person/Merchant Payment",Debit,1000.00,Person_15,2025-08
624,2025-08-14,"12:14 PM","Money Received",Credit,26000.00,Person_12,2025-08
625,2025-08-14,"12:50 PM","Person/Merchant Payment",Debit,3000.00,Person_7,2025-08
626,2025-08-14,"12:51 PM","UPI Lite Top-up",Debit,500.00,Person_4,2025-08
627,2025-08-14,"08:16 PM","Person/Merchant Payment",Debit,30.00,Person_137,2025-08
628,2025-08-14,"09:26 PM","Person/Merchant Payment",Debit,1000.00,Person_119,2025-08
629,2025-08-15,"11:12 AM","Person/Merchant Payment",Debit,10.00,Person_50,2025-08
630,2025-08-15,"08:44 PM","Person/Merchant Payment",Debit,19.00,Person_138,2025-08
631,2025-08-15,"10:22 PM","Person/Merchant Payment",Debit,230.00,Person_139,2025-08
632,2025-08-15,"10:24 PM","Person/Merchant Payment",Debit,100.00,Person_140,2025-08
633,2025-08-16,"08:53 AM","Person/Merchant Payment",Debit,20.00,Person_50,2025-08
